url,post_id,platform,light_system_mention,fraud_keywords,fraud_score,tier_recommendation,pricing_claims,status
https://www.youtube.com/watch?v=dfrmj59Rp6o,9800,youtube,True,healing,42,2,,success
https://youtu.be/Lrn5i3Vo9OI?si=GjU-MUEWjI-hu8Ka,9882,youtube,True,healing,42,2,,success
https://youtu.be/kRZ9x9XzNbw,9233,youtube,True,healing,42,2,,success
https://youtu.be/l-QT9puRtqQ,9007,youtube,True,healing,42,2,,success
https://youtu.be/yd7OJxuViWI,9187,youtube,True,energy,41,2,,success
https://youtu.be/Fqu9GLKHGXc,8830,youtube,True,,40,2,,success
https://youtu.be/cQj7pULwCHU,9182,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=IsPu2XSgA94,9587,youtube,True,,40,2,,success
https://youtu.be/ycSDKwVYCuc,9187,youtube,True,,40,2,,success
https://youtu.be/D4D494wWgA4,9170,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=4Ao_gy5SLfI,9154,youtube,True,,40,2,,success
https://youtu.be/4Ao_gy5SLfI,9170,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=rZITPrNgGjQ,9298,youtube,True,,40,2,,success
https://youtu.be/IsPu2XSgA94?si=i45EV18JYas_KRnF,9587,youtube,True,,40,2,,success
https://youtu.be/llP7TH-ghd4?si=LEo0RD7UhrG8tUUm,9587,youtube,True,,40,2,,success
https://youtu.be/7Xg39RcdRH0,9897,youtube,True,,40,2,,success
https://youtu.be/w-rtuZbD9Sk,9284,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=ZPxa2NYQJpE,1210,youtube,True,,40,2,,success
https://unifydmarketplace.com/,9563,unifyd,True,"quantum,frequency",40,2,,success
https://www.youtube.com/watch?v=LkKVADoUCJA,9318,youtube,True,,40,2,,success
https://youtu.be/LkKVADoUCJA,9337,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=-txuaQA3vHw,9534,youtube,True,,40,2,,success
https://youtu.be/NJDoKw5YF_E,9864,youtube,True,,40,2,,success
https://youtu.be/ZYG06DUGFXc,9146,youtube,True,,40,2,,success
https://youtu.be/a5t-mUW7MvI,9107,youtube,True,,40,2,,success
https://youtu.be/Z7MtE5_XzP0,9059,youtube,True,,40,2,,success
https://youtu.be/Z7MtE5_XzP0?si=zt_XxFX7wNUxuYwn,9059,youtube,True,,40,2,,success
https://youtu.be/lqNqXtdVo5o,8903,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=jJ9WVm5Yqe8,8991,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=Z7MtE5_XzP0,9053,youtube,True,,40,2,,success
https://youtu.be/Z7MtE5_XzP0?si=mkTfT5oyk-xWMFUE,9028,youtube,True,,40,2,,success
https://youtu.be/znD0bwApPcc?si=aP1qz4ZbMT08spoJ,7155,youtube,True,,40,2,,success
https://youtu.be/KWtwhpOHomE,8986,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=bfVu6JcqSaE,9022,youtube,True,,40,2,,success
https://youtu.be/DoW1bGf3j2M,8968,youtube,True,,40,2,,success
https://youtu.be/zEdZYUMwRHQ,9066,youtube,True,,40,2,,success
https://www.youtube.com/watch?v=lqNqXtdVo5o,8899,youtube,True,,40,2,,success
https://youtu.be/9krozcwQ8Rk?si=b9sJc1fROwlX5erd,8887,youtube,True,,40,2,,success
https://youtu.be/5HQVocvVVpU,9015,youtube,True,,40,2,,success
https://youtu.be/znD0bwApPcc?si=xsGMoVxgg8XpDBvS,7187,youtube,True,,40,2,,success
https://youtu.be/tZZkICr3WoQ,9099,youtube,True,,40,2,,success
https://youtu.be/a5t-mUW7MvI?si=xKY4IMX1I1xGMn4V,9102,youtube,True,,40,2,,success
https://youtu.be/jJ9WVm5Yqe8,8997,youtube,True,,40,2,,success
https://unifydhealing.com/,9246,unifyd,True,"healing,breakthrough",39,2,,success
http://www.unifydhealing.com/,7663,unifyd,True,"healing,breakthrough",39,2,,success
https://UnifydHealing.com/,6362,unifyd,True,"healing,breakthrough",39,2,,success
https://www.unifydhealing.com/,8806,unifyd,True,"healing,breakthrough",39,2,,success
http://UnifydHealing.com/,8899,unifyd,True,"healing,breakthrough",39,2,,success
http://unifydhealing.com/,2650,unifyd,True,"healing,breakthrough",39,2,,success
http://Unifydhealing.com/,8871,unifyd,True,"healing,breakthrough",39,2,,success
https://www.unifydhealing.com/what-is-the-eesystem,4879,unifyd,True,"healing,energy",38,2,,success
https://unifyd.tv/programs/the-light-system-season-2,8146,unifyd,True,,35,2,,success
https://unifyd.tv/pages/tls,6422,unifyd,True,,35,2,,success
http://Unifyd.tv/tls,6207,unifyd,True,,35,2,,success
https://unifyd.tv/programs/monday-night-live-with-jason-shurka-tls-season-2-qa-replay,8173,unifyd,True,,35,2,,success
https://unifyd.tv/programs/the-light-system-season-2?category_id=135115,8108,unifyd,True,,35,2,,success
https://unifyd.tv/programs/tls-season-2-weather-modification,7898,unifyd,True,,35,2,,success
https://unifyd.tv/programs/the-light-system,7804,unifyd,True,,35,2,,success
https://unifyd.tv/programs/monday-night-live-replays?cid=3744064&permalink=monday-night-live-with-jason-shurka-tls-season-2-qa-replay,8313,unifyd,True,,35,2,,success
https://unifyd.tv/programs/monday-night-live-with-jason-shurka-tls-season-2-qa-61024?category_id=195891,8032,unifyd,True,,35,2,,success
https://unifyd.tv/tls,5697,unifyd,True,,35,2,,success
https://unifyd.tv/programs/mnl-lod-release-tls-qa-9624?category_id=195891,8519,unifyd,True,,35,2,,success
https://unifyd.tv/programs/live-d4xopbtll38?category_id=152017,6614,unifyd,True,,35,2,,success
https://www.cbsnews.com/news/denver-zoo-joins-oakland-zoo-in-vaccinating-animals-against-covid/,544,website,False,cancer,33,3,"$19,000",success
https://gofund.me/cfbcb4aa,8640,website,False,,30,3,"$4,475",success
https://www.unilad.com/news/us-news/us-phone-alarm-test-date-federal-emergency-management-agency-574664-20230929,6094,website,False,,30,3,"$85,000,000",success
https://www.gofundme.com/f/defend-innovation-support-ee-system-owner?attribution_id=sl:a14f6e37-7097-4248-825d-22d483123763&lang=en_US&ts=1751498927&utm_campaign=man_sharesheet_dash&utm_content=amp13_t1-amp14_t2-amp15_t1&utm_medium=customer&utm_source=copy_link&v=amp14_t2&fbclid=IwQ0xDSwLUiHdleHRuA2FlbQIxMQABHqkliaKySqsrUGLit4TMkC_QDtp_EtVQc9WXXqACjCOPL6HY0079kGnXImU8_aem_RkLX61VrSWcYOGu3qaBbfw,9340,website,False,,30,3,"$6,894",success
https://westchester.news12.com/yonkers-family-seeks-to-raise-over-100000-for-son-with-autisms-college-fund,4896,website,False,,30,3,"$100,000,$100,000",success
https://www.gofundme.com/f/support-maliks-journey-of-resilience,9152,website,False,,30,3,"$17,765",success
https://vaccineimpact.com/2022/37927-deaths-and-3392632-injuries-following-covid-shots-in-european-database-as-young-people-continue-to-die/,1375,website,False,"fda,approved,medical,doctor,therapy,disease",26,3,,success
https://www.scalarwavewellnessnc.com/,4711,website,False,"healing,frequency,energy,revolutionary",22,3,,success
https://scalarenergywellnesscenter.com/,3913,website,False,"healing,energy,certified,scientifically",22,3,,success
https://ethericalignment.com/,4985,website,False,"quantum,energy,therapy",20,3,,success
https://centnerwellnessandspa.com/,5315,website,False,"frequency,energy,medical",20,3,,success
https://enjoyvitalitywellness.com/,3882,website,False,"healing,frequency,energy",20,3,,success
http://www.cloud9boston.com/,3488,website,False,"healing,energy,therapy,pain",20,3,,success
http://CentnerWellness.com/,9064,website,False,"frequency,energy,medical",20,3,,success
https://centnerwellness.com/,9068,website,False,"frequency,energy,medical",20,3,,success
https://onyxhealingcollective.com/,9388,website,False,"healing,energy,therapy,pain",20,3,,success
https://www.amplifiedhealing.love/,4711,website,False,"healing,energy,therapy",19,3,,success
https://rumble.com/user/RISEVOLUTION,3314,website,False,"quantum,energy",19,3,,success
https://www.laweekly.com/eesystem-sues-their-own-customer/,9719,website,False,"energy,miracle",19,3,,success
https://mauiscalarroom.com/,5165,website,False,"healing,energy,pain",19,3,,success
https://wellnessvisions.com/,5189,website,False,"healing,energy,pain",19,3,,success
https://scalarlounge.org/,5268,website,False,"healing,energy,therapy",19,3,,success
http://www.malenaenergetics.com/,3391,website,False,"healing,energy",18,3,,success
https://reserve.the-fountain.life/16,8684,website,False,"energy,medical",18,3,,success
https://www.eventbrite.com/e/full-spectrum-quantum-wellness-livingston-grand-opening-tickets-740302273027?aff=oddtdtcreator,6416,website,False,quantum,18,3,,success
https://www.eventbrite.com/e/terra-quantum-recharge-grand-showcase-tickets-647652866157,5165,website,False,quantum,18,3,,success
https://www.quantumwellnessforlife.com/,4432,website,False,quantum,18,3,,success
https://hblightenergyhealing.com/,4030,website,False,"healing,energy",18,3,,success
https://idahonwc.com/energy-enhancement-system/,4203,website,False,"healing,energy",18,3,,success
https://apps.apple.com/app/id6477295331,7718,website,False,"healing,energy",18,3,,success
https://scalarhealing.com/,4056,website,False,"healing,energy",18,3,,success
https://www.google.ca/amp/s/www.nytimes.com/2021/08/20/us/politics/fda-pfizer-covid-vaccine-full-approval.amp.html,643,website,False,fda,18,3,,success
https://positiveenergycenter.com/,4663,website,False,"frequency,energy",18,3,,success
https://www.regulations.gov/document/FDA-2021-N-1088-0001?fbclid=IwAR1n_NmOaFC0Qtfa9hwWThB6Jc-R_BOK9fk62IwldREEY0qBJHJMoboz6YU,911,website,False,fda,18,3,,success
https://etowahenergyspa.com/,4663,website,False,"healing,energy",18,3,,success
https://www.usatoday.com/story/news/factcheck/2021/08/27/fact-check-some-fdas-budget-does-come-industry-funding/5572076001/,668,website,False,fda,18,3,,success
https://manifestwellnessspa.org/,4663,website,False,"healing,energy",18,3,,success
https://www.usatoday.com/story/news/factcheck/2021/08/27/fact-check-some-fdas-budget-does-come-industry-funding/5572076001/?utm_source=chatgpt.com,668,website,False,fda,18,3,,success
https://www.sanare.life/,4530,website,False,"healing,energy",18,3,,success
https://www.harmonicenergyhealing.ca/,5254,website,False,"healing,energy",18,3,,success
https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC8580522/?fbclid=IwAR3e4K663QbAbC510l_ChxjY5AUB8lJOzCe84lYNwI668RQk4aSSpjTcwHM,1314,website,False,disease,17,3,,success
https://academyofdk.com/guided-meditation-with-simon-calnan-and-jason-shurka-healing-your-inner-child/,763,website,False,healing,17,3,,success
https://urldefense.proofpoint.com/v2/url?u=https-3A__www.entrepreneur.com_en-2Dau_lifestyle_sound-2Dof-2Dfreedom-2Dexecutive-2Dproducer-2Dtakes-2Dalternative_468442&amp;d=DwMFaQ&amp;c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&amp;r=oPNh7zOWSRISBJNJrUf1uvKnaSUUQL8RA_49gpEXg2Q&amp;m=GYfexo1Pr_PCEJ8J4KaOGD4JbENCk8zX423pRWmg8L3nboncCymHUXXkKH8NN6SN&amp;s=1CMAX8u92crNA9SSXL9hrUYfrTWmHQeWCvS5quoHwaQ&amp;e=,7067,website,False,healing,17,3,,success
https://www.loveandlighthealingmd.com/,5215,website,False,healing,17,3,,success
https://rumble.com/vyuc96-3.27.22-patriot-streetfighter-and-the-shift-hosts-jason-shurka-dr-christian.html,1783,website,False,healing,17,3,,success
http://www.ohrc.on.ca/en/news_centre/ohrc-policy-statement-covid-19-vaccine-mandates-and-proof-vaccine-certificates,784,website,False,medical,17,3,,success
https://www.eventbrite.com/e/fundraiser-recalibration-regeneration-healing-circle-in-the-ees-tickets-894546591937?aff=oddtdtcreator&fbclid=IwZXh0bgNhZW0CMTAAAR0MpZS9ym588tR3FogFvaeVxYLTkYS_uOAxrCOpYmsV7aL1HK_c_SMhi-c_aem_Afj2zUojjwmseKpMsWYfMP5YzAZuEX4w8zGclmk9mkA6I9ll_5QKVgaFzZKxC6jiTB2XHugtucXQRhsl3xD0tUzj,7811,website,False,healing,17,3,,success
https://www.eventbrite.com/e/jason-shurka-the-revolution-of-healing-tour-zen-zone-fl-hallandale-beach-tickets-1299667974899?utm_experiment=test_share_listing&aff=ebdsshios,9213,website,False,healing,17,3,,success
https://www.dailymail.co.uk/health/article-11001673/Sex-NOT-limited-male-female-Fury-woke-guidance-dismisses-basic-biology.html?ito=social-twitter_mailonline,2483,website,False,medical,17,3,,success
https://www.heavenonearthwell-being.com/,5674,website,False,"energy,therapy",17,3,,success
https://urldefense.proofpoint.com/v2/url?u=https-3A__www.entrepreneur.com_en-2Dau_lifestyle_sound-2Dof-2Dfreedom-2Dexecutive-2Dproducer-2Dtakes-2Dalternative_468442&d=DwMFaQ&c=euGZstcaTDllvimEN8b7jXrwqOf-v5A_CdpgnVfiiMM&r=oPNh7zOWSRISBJNJrUf1uvKnaSUUQL8RA_49gpEXg2Q&m=GYfexo1Pr_PCEJ8J4KaOGD4JbENCk8zX423pRWmg8L3nboncCymHUXXkKH8NN6SN&s=1CMAX8u92crNA9SSXL9hrUYfrTWmHQeWCvS5quoHwaQ&e=,7067,website,False,healing,17,3,,success
https://www.eventbrite.com/e/medical-manifestation-and-qa-with-jason-shurka-space-is-limited-tickets-484506200087,3601,website,False,medical,17,3,,success
https://crimesagainsthumanitytour.com/,1875,website,False,healing,17,3,,success
https://www.theamericanreporter.com/the-revolution-of-healing-is-here/,5947,website,False,healing,17,3,,success
https://177report.info/?a_bid=b7089ad3&chan=177report&a_aid=62660444581f4,2059,website,False,medical,17,3,,success
https://177report.info/?a_bid=b7089ad,2055,website,False,medical,17,3,,success
https://177report.info/?a_bid=b7089ad3&amp;chan=177report&amp;a_aid=62660444581f4,2025,website,False,medical,17,3,,success
https://www.morningstar.com/news/accesswire/1050572msn/the-revolution-of-healing-is-here-the-light-system,9763,website,False,healing,17,3,,success
https://thelosangelestribune.com/2025/07/21/experience-the-light-system-a-new-approach-to-wellness-through-frequency-and-stillness/,9427,website,False,frequency,17,3,,success
https://www.amazon.com/dp/1964811767/ref=sr_1_4?crid=2KGV5TBCMLR1P&dib=eyJ2IjoiMSJ9.7A6JPd6PjBZPP-gpMTC1Q9eIVtcxr0Ieiyn6zsm2TZ80deEJ1z_Y66GlktS-geE6Dfqkg_kNhFV-_rISlRpuWw.UHOKRxc23ZoWWbT8ycFeVXjvcdr7FSdhqllnqTsMm9s&dib_tag=se&keywords=jason+shurka+the+revolution+of+healing&qid=1724886891&sprefix=jason+shurka+the+revolution+of+healing%2Caps%2C49&sr=8-4,8479,website,False,healing,17,3,,success
https://www.eesystem.com/bioscalar-enhanced-products/,5150,website,False,"energy,therapy",17,3,,success
https://jwfilms.org/eesystem-the-bitchen-farm-healing-center/,5247,website,False,healing,17,3,,success
https://innergy.life/,5170,website,False,energy,16,3,,success
https://www.omniwellness.com.au/,4340,website,False,energy,16,3,,success
https://eesystem.com/,5315,website,False,energy,16,3,,success
https://www.amplifiedhealing.love/energy-enhancement-system/,4171,website,False,energy,16,3,,success
https://academyofdk.com/urine-therapy-a-live-qa-with-jason-shurka/,890,website,False,therapy,16,3,,success
http://raysoflightli.com/,4420,website,False,energy,16,3,,success
https://elmastery.org/?fbclid=PAAaYjBU1aoH1mwPGMmO0oG_XquRlpz6ztD2V2lFlI4N-k7Z8aIKvgOW_Alz0,4298,website,False,energy,16,3,,success
https://raysoflightli.com/,4255,website,False,energy,16,3,,success
https://elmastery.org/,4325,website,False,energy,16,3,,success
https://www.elmastery.org/,4292,website,False,energy,16,3,,success
https://www.eesystem.com/?fbclid=PAAaafJGmRnCBR3R4skDCIACxocMlv-oZ74gLTeuy_e-vabYG8uUTxonrNIag,4145,website,False,energy,16,3,,success
https://www.soulfulwaves.com/?fbclid=PAAabZalD6zKkv24ASR88P-hsIspYRQb4cimcOt8iwD_1ocdMVofHQ5J4ELOQ,4881,website,False,energy,16,3,,success
http://Regenerativehealthsystem.com/,8651,website,False,energy,16,3,,success
https://www.reuters.com/press-releases/the-light-system-launches-energy-based-wellness-technology-2025-07-31/,9763,website,False,energy,16,3,,success
http://ElMastery.org/,5678,website,False,energy,16,3,,success
http://www.soulfulwaves.com/,3432,website,False,energy,16,3,,success
https://www.refinery29.com/en-gb/2022/07/11066091/new-moon-in-leo-july-2022-meaning-effects,2574,website,False,energy,16,3,,success
https://www.energybigskymontana.com/,3888,website,False,energy,16,3,,success
https://zeropointwellness.center/,4921,website,False,energy,16,3,,success
https://www.alohaenergy.ca/,4559,website,False,energy,16,3,,success
"https://www.caclubindia.com/wealth/rothschild-family-net-worth-forbes/#:~:text=Considered%20the%20Richest%20Family%20on,worth%20is%20%245%20Trillion%20USD",5697,website,False,,15,3,,success
http://AcademyofDK.com/,942,website,False,,15,3,,success
http://www.AcademyofDK.com/,903,website,False,,15,3,,success
https://loom.ly/qm1xR-g,8444,website,False,,15,3,,success
https://Academyofdk.com/,951,website,False,,15,3,,success
https://www.paypal.com/donate/?hosted_button_id=FQP86UCCZXC6A,1226,website,False,,15,3,,success
https://www.instagram.com/reel/C9YVdmHuKuH/?igsh=MW1xcW1iazI4OXpibA==,8224,website,False,,15,3,,success
https://loom.ly/iKI9SVI,8467,website,False,,15,3,,success
https://loom.ly/H2OSCSw,8563,website,False,,15,3,,success
https://thetimeisnow.movie/,1221,website,False,,15,3,,success
https://us02web.zoom.us/webinar/register/WN_9iXQWRLGRTKJ0J7m3QeeXA,8479,website,False,,15,3,,success
https://www.bloomberg.com/news/articles/2022-01-13/supreme-court-halts-osha-rule-that-covered-80-million-workers,1343,website,False,,15,3,,success
https://vm.tiktok.com/TTPdMwamYj,1338,website,False,,15,3,,success
https://paherald.sk.ca/2021/10/07/we-are-not-going-to-take-your-cattle-premier-addresses-conspiracies/,825,website,False,,15,3,,success
https://academyofdk.com/live-community-meditation-intention-group-october-27-2021/,914,website,False,,15,3,,success
https://www.state.gov/issuance-of-the-first-u-s-passport-with-an-x-gender-marker/,918,website,False,,15,3,,success
https://mobile.reuters.com/article/amp/idUSKBN25T2Y9,1319,website,False,,15,3,,success
https://mobile.reuters.com/article/amp/idUSKBN23M2EL,1317,website,False,,15,3,,success
http://Collabcocarolyn.com/,1297,website,False,,15,3,,success
https://www.patriotstreetfighter.com/haledon-nj/,911,website,False,,15,3,,success
http://hiddensecretscruise.com/,3683,website,False,,15,3,,success
http://kirkelliottphd.com/shurka,3713,website,False,,15,3,,success
https://www.instagram.com/reel/C9Sym8-v0jf/?igsh=NnZ5ZnEyaHR5NWph,8216,website,False,,15,3,,success
https://www.greenvelope.com/card/.public-5da22d87fda24c17bc23aebacd0f222635313832353032,3895,website,False,,15,3,,success
https://loom.ly/Zc4hcrw,8456,website,False,,15,3,,success
https://loom.ly/ku75Z4c,8452,website,False,,15,3,,success
https://amzn.eu/d/adZw9OZ,3734,website,False,,15,3,,success
https://loom.ly/QNJpUtc,8563,website,False,,15,3,,success
https://loom.ly/YaeqfZ0,8559,website,False,,15,3,,success
http://jasonshurka.com/rol,1017,website,False,,15,3,,success
"https://en.wikipedia.org/wiki/1952_Washington,_D.C._UFO_incident",1215,website,False,,15,3,,success
http://Academyofdk.com/free-library,1063,website,False,,15,3,,success
https://us04web.zoom.us/j/78885688069?pwd=WVEzVmNReVFCdjVLdElOQ1pXZEVLdz09,1107,website,False,,15,3,,success
https://www.facebook.com/pwdems,5630,website,False,,15,3,,success
https://www.instagram.com/p/CvSF7EVNZK8/?igshid=MzRlODBiNWFlZA==,5578,website,False,,15,3,,success
https://academyofdk.com/shop/divided-we-fall-unisex-t-shirt-black-text/,868,website,False,,15,3,,success
https://ca.news.yahoo.com/not-going-cattle-premier-addresses-194717775.html?guccounter=1,839,website,False,,15,3,,success
http://UNFYD.com/,1074,website,False,,15,3,,success
https://academyofdk.com/pre-post-injection-research-with-dr-brad-campbell/,1074,website,False,,15,3,,success
https://academyofdk.com/,1014,website,False,,15,3,,success
http://Jasonshurka.com/rol,1015,website,False,,15,3,,success
https://henrymakow.com/2021/10/yeardom----timetable-to-tyranny.html,1072,website,False,,15,3,,success
https://www2.cbn.com/news/entertainment/angel-studios-sound-freedom-continues-box-office-hit-nears-150m-mark,5596,website,False,,15,3,,success
https://www.henrymakow.com/2021/10/yeardom----timetable-to-tyranny.html,1072,website,False,,15,3,,success
https://AcademyofDK.com/,853,website,False,,15,3,,success
https://instagram.com/jasonshurkaofficial?utm_medium=copy_link,1063,website,False,,15,3,,success
https://www.weforum.org/people/pavel-durov,1126,website,False,,15,3,,success
http://AcademyofDK.com/free-library,1061,website,False,,15,3,,success
https://www.givesendgo.com/G9KWQ?utm_source=sharelink&utm_medium=copy_link&utm_campaign=G9KWQ,5627,website,False,,15,3,,success
https://www.OperationUnity.com/,3840,website,False,,15,3,,success
https://www.givesendgo.com/support-aubrey,8363,website,False,,15,3,,success
https://www.eventbrite.com/e/meet-and-greet-qa-with-jason-shurka-tickets-478536584807,3644,website,False,,15,3,,success
https://www.kennedy24.com/jason_shurka_interview_with_rfk_jr,8391,website,False,,15,3,,success
https://academyofdk.com/subscribe,1045,website,False,,15,3,,success
https://academyofdk.com/subscribe/,1045,website,False,,15,3,,success
https://www.energyhealingroom.com/events-1,5475,website,False,,15,3,,success
https://www.nbcnews.com/news/us-news/southlake-texas-holocaust-books-schools-rcna2965,862,website,False,,15,3,,success
https://pacificenergywellness.com/,3865,website,False,,15,3,,success
https://www.operationunity.com/,3936,website,False,,15,3,,success
https://loom.ly/wg8Suwk,8541,website,False,,15,3,,success
https://www.independent.co.uk/news/science/bill-gates-smallpox-terror-attack-b1951245.html,1000,website,False,,15,3,,success
https://www.eventbrite.com/e/meet-greet-event-with-jason-shurka-patriot-streetfighter-scott-mckay-tickets-669683079117,5638,website,False,,15,3,,success
https://play.google.com/store/apps/details?id=com.wild_pine_35027,5452,website,False,,15,3,,success
https://api.get-in.com/163273?lang=en,1039,website,False,,15,3,,success
https://www.instagram.com/tv/CXwDV05gh3q/?utm_medium=copy_link,1210,website,False,,15,3,,success
https://www.foxnews.com/world/large-explosion-rocks-tel-aviv-near-us-embassy-branch-office.amp,8267,website,False,,15,3,,success
https://loom.ly/-8xJ5NM,8437,website,False,,15,3,,success
https://www.covid19treatmentguidelines.nih.gov/tables/table-2e/,951,website,False,,15,3,,success
https://www.bitchute.com/video/XVZyPP2JrZEP/,958,website,False,,15,3,,success
https://2021.theevent.global/?sc=OZwv0BLn&amp;ac=lOgLpDnZ,1193,website,False,,15,3,,success
https://2021.theevent.global/?sc=OZwv0BLn&ac=lOgLpDnZ,1193,website,False,,15,3,,success
http://www.tiktok.com/@jasonshurka,1181,website,False,,15,3,,success
https://www.bbc.com/news/live/cv2gryx1yx1t,8283,website,False,,15,3,,success
https://academyofdk.com/rays-of-light-preparation-live-qa/,961,website,False,,15,3,,success
https://ickonic.com/DavidIckeLive,973,website,False,,15,3,,success
http://Jasonshurka.com/ROL,973,website,False,,15,3,,success
